sobreviveu,classe,sexo,idade,irmaos_conjuges,pais_filhos,tarifa,porto embarque,classe_categoria,tipo_pessoa,homem_adulto,deck,cidade_embarque,sobreviveu_categorica,viajava_so
0,2,masculino,27.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,51.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,38.0,1,0,90.0,S,Primeira,homem,VERDADEIRO,C,Southampton,sim,FALSO
0,3,masculino,22.0,0,0,9.35,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,masculino,19.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,3,masculino,20.5,0,0,7.25,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,18.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,,3,1,25.4667,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
1,1,feminino,35.0,1,0,83475,S,Primeira,mulher,FALSO,C,Southampton,sim,FALSO
0,3,masculino,29.0,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,59.0,0,0,13.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,feminino,5.0,4,2,31.3875,S,Terceira,criança,FALSO,,Southampton,sim,FALSO
0,2,masculino,24.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,,0,0,7.55,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,2,masculino,44.0,1,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
1,2,feminino,8.0,0,2,26.25,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
0,2,masculino,19.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,33.0,0,0,12275,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,,1,0,14.4542,C,Terceira,mulher,FALSO,,Cherbourg,nao,FALSO
1,3,feminino,,1,0,15.5,Q,Terceira,mulher,FALSO,,Queenstown,sim,FALSO
0,2,masculino,29.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,22.0,0,0,7125,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,30.0,0,0,7225,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,1,masculino,44.0,2,0,90.0,Q,Primeira,homem,VERDADEIRO,C,Queenstown,nao,FALSO
0,3,feminino,25.0,0,0,7775,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
1,2,feminino,24.0,0,2,14.5,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
1,1,masculino,37.0,1,1,52.5542,S,Primeira,homem,VERDADEIRO,D,Southampton,sim,FALSO
0,2,masculino,54.0,1,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,,0,0,7.25,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,29.0,1,1,10.4625,S,Terceira,mulher,FALSO,G,Southampton,nao,FALSO
0,1,masculino,62.0,0,0,26.55,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,VERDADEIRO
0,3,masculino,30.0,1,0,16.1,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,feminino,41.0,0,2,20.2125,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
1,3,feminino,29.0,0,2,15.2458,C,Terceira,mulher,FALSO,,Cherbourg,sim,FALSO
1,1,feminino,,0,0,79.2,C,Primeira,mulher,FALSO,,Cherbourg,sim,VERDADEIRO
1,1,feminino,30.0,0,0,86.5,S,Primeira,mulher,FALSO,B,Southampton,sim,VERDADEIRO
1,1,feminino,35.0,0,0,512.3292,C,Primeira,mulher,FALSO,,Cherbourg,sim,VERDADEIRO
1,2,feminino,50.0,0,1,26.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,3,masculino,3.0,4,2,31.3875,S,Terceira,criança,FALSO,,Southampton,sim,FALSO
0,1,masculino,52.0,1,1,79.65,S,Primeira,homem,VERDADEIRO,E,Southampton,nao,FALSO
0,1,masculino,40.0,0,0,0.0,S,Primeira,homem,VERDADEIRO,B,Southampton,nao,VERDADEIRO
0,3,feminino,,0,0,7.75,Q,Terceira,mulher,FALSO,,Queenstown,nao,VERDADEIRO
0,2,masculino,36.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,16.0,4,1,39.6875,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,3,masculino,25.0,1,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,sim,FALSO
1,1,feminino,58.0,0,1,153.4625,S,Primeira,mulher,FALSO,C,Southampton,sim,FALSO
1,1,feminino,35.0,0,0,135.6333,S,Primeira,mulher,FALSO,C,Southampton,sim,VERDADEIRO
0,1,masculino,,0,0,31.0,S,Primeira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,masculino,25.0,0,0,0.0,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,2,feminino,41.0,0,1,19.5,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,1,masculino,37.0,0,1,29.7,C,Primeira,homem,VERDADEIRO,C,Cherbourg,nao,FALSO
1,3,feminino,,0,0,7.75,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
1,1,feminino,63.0,1,0,77.9583,S,Primeira,mulher,FALSO,D,Southampton,sim,FALSO
0,3,feminino,45.0,0,0,7.75,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,2,masculino,,0,0,0.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,7.0,4,1,29125,Q,Terceira,criança,FALSO,,Queenstown,nao,FALSO
1,3,feminino,35.0,1,1,20.25,S,Terceira,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,65.0,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
0,3,masculino,28.0,0,0,7.8542,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,16.0,0,0,9.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,masculino,19.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,1,masculino,,0,0,26.0,S,Primeira,homem,VERDADEIRO,A,Southampton,nao,VERDADEIRO
0,3,masculino,33.0,0,0,8.6625,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
1,3,masculino,30.0,0,0,9.5,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,3,masculino,22.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,masculino,42.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,3,feminino,22.0,0,0,7.75,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
1,1,feminino,26.0,0,0,78.85,S,Primeira,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,1,feminino,19.0,1,0,91.0792,C,Primeira,mulher,FALSO,B,Cherbourg,sim,FALSO
0,2,masculino,36.0,0,0,12875,C,Segunda,homem,VERDADEIRO,D,Cherbourg,nao,VERDADEIRO
0,3,feminino,24.0,0,0,8.85,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,3,masculino,24.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,,0,0,27.7208,C,Primeira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,23.5,0,0,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,1,feminino,2.0,1,2,151.55,S,Primeira,criança,FALSO,C,Southampton,nao,FALSO
1,1,masculino,,0,0,30.5,S,Primeira,homem,VERDADEIRO,C,Southampton,sim,VERDADEIRO
1,1,feminino,50.0,0,1,247.5208,C,Primeira,mulher,FALSO,B,Cherbourg,sim,FALSO
1,3,feminino,,0,0,7.75,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
1,3,masculino,,2,0,23.25,Q,Terceira,homem,VERDADEIRO,,Queenstown,sim,FALSO
0,3,masculino,19.0,0,0,0.0,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,,0,0,12.35,Q,Segunda,mulher,FALSO,E,Queenstown,sim,VERDADEIRO
0,3,masculino,,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,0.92,1,2,151.55,S,Primeira,criança,FALSO,C,Southampton,sim,FALSO
1,1,feminino,,0,0,110.8833,C,Primeira,mulher,FALSO,,Cherbourg,sim,VERDADEIRO
1,1,feminino,17.0,1,0,108.9,C,Primeira,mulher,FALSO,C,Cherbourg,sim,FALSO
0,2,masculino,30.0,1,0,24.0,C,Segunda,homem,VERDADEIRO,,Cherbourg,nao,FALSO
1,1,feminino,30.0,0,0,56.9292,C,Primeira,mulher,FALSO,E,Cherbourg,sim,VERDADEIRO
1,1,feminino,24.0,0,0,83.1583,C,Primeira,mulher,FALSO,C,Cherbourg,sim,VERDADEIRO
1,1,feminino,18.0,2,2,262375,C,Primeira,mulher,FALSO,B,Cherbourg,sim,FALSO
0,2,feminino,26.0,1,1,26.0,S,Segunda,mulher,FALSO,,Southampton,nao,FALSO
0,3,masculino,28.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,43.0,1,1,26.25,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
1,3,feminino,26.0,0,0,7.8542,S,Terceira,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,2,feminino,24.0,1,0,26.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,2,masculino,54.0,0,0,14.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,31.0,0,2,164.8667,S,Primeira,mulher,FALSO,C,Southampton,sim,FALSO
1,1,feminino,40.0,1,1,134.5,C,Primeira,mulher,FALSO,E,Cherbourg,sim,FALSO
0,3,masculino,22.0,0,0,7.25,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,27.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,30.0,0,0,12.35,Q,Segunda,mulher,FALSO,,Queenstown,sim,VERDADEIRO
1,2,feminino,22.0,1,1,29.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,,8,2,69.55,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,1,feminino,36.0,0,0,135.6333,C,Primeira,mulher,FALSO,C,Cherbourg,sim,VERDADEIRO
0,3,masculino,61.0,0,0,6.2375,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,36.0,0,0,13.0,S,Segunda,mulher,FALSO,D,Southampton,sim,VERDADEIRO
1,3,feminino,31.0,1,1,20525,S,Terceira,mulher,FALSO,,Southampton,sim,FALSO
1,1,feminino,16.0,0,1,57.9792,C,Primeira,mulher,FALSO,B,Cherbourg,sim,FALSO
1,3,feminino,,2,0,23.25,Q,Terceira,mulher,FALSO,,Queenstown,sim,FALSO
0,1,masculino,45.5,0,0,28.5,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,VERDADEIRO
0,1,masculino,38.0,0,1,153.4625,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,FALSO
0,3,masculino,16.0,2,0,18.0,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,1,feminino,,1,0,133.65,S,Primeira,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,29.0,1,0,66.6,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,FALSO
1,1,feminino,41.0,0,0,134.5,C,Primeira,mulher,FALSO,E,Cherbourg,sim,VERDADEIRO
1,3,masculino,45.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,1,masculino,45.0,0,0,35.5,S,Primeira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,masculino,2.0,1,1,26.0,S,Segunda,criança,FALSO,F,Southampton,sim,FALSO
1,1,feminino,24.0,3,2,263.0,S,Primeira,mulher,FALSO,C,Southampton,sim,FALSO
0,2,masculino,28.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,25.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,36.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,24.0,0,0,13.0,S,Segunda,mulher,FALSO,F,Southampton,sim,VERDADEIRO
1,2,feminino,40.0,0,0,13.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,3,feminino,,1,0,16.1,S,Terceira,mulher,FALSO,,Southampton,sim,FALSO
1,3,masculino,3.0,1,1,15.9,S,Terceira,criança,FALSO,,Southampton,sim,FALSO
0,3,masculino,42.0,0,0,8.6625,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,23.0,0,0,9225,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,,0,0,35.0,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,VERDADEIRO
0,3,masculino,15.0,1,1,7.2292,C,Terceira,criança,FALSO,,Cherbourg,nao,FALSO
0,3,masculino,25.0,1,0,17.8,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,,0,0,7225,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,28.0,0,0,9.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,22.0,0,1,55.0,S,Primeira,mulher,FALSO,E,Southampton,sim,FALSO
0,2,feminino,38.0,0,0,13.0,S,Segunda,mulher,FALSO,,Southampton,nao,VERDADEIRO
1,3,feminino,,0,0,7.8792,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
1,3,feminino,,0,0,7.8792,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
0,3,masculino,40.0,1,4,27.9,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,2,masculino,29.0,1,0,27.7208,C,Segunda,homem,VERDADEIRO,,Cherbourg,nao,FALSO
0,3,feminino,45.0,0,1,14.4542,C,Terceira,mulher,FALSO,,Cherbourg,nao,FALSO
0,3,masculino,35.0,0,0,7.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,1,0,15.5,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,FALSO
0,3,masculino,30.0,0,0,7.25,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,60.0,1,0,75.25,C,Primeira,mulher,FALSO,D,Cherbourg,sim,FALSO
1,3,feminino,,0,0,7.2292,C,Terceira,mulher,FALSO,,Cherbourg,sim,VERDADEIRO
1,3,feminino,,0,0,7.75,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
1,1,feminino,24.0,0,0,69.3,C,Primeira,mulher,FALSO,B,Cherbourg,sim,VERDADEIRO
1,1,masculino,25.0,1,0,55.4417,C,Primeira,homem,VERDADEIRO,E,Cherbourg,sim,FALSO
0,3,masculino,18.0,1,0,6.4958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,19.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,22.0,0,0,135.6333,C,Primeira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,feminino,3.0,3,1,21075,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
1,1,feminino,,1,0,82.1708,C,Primeira,mulher,FALSO,,Cherbourg,sim,FALSO
1,3,feminino,22.0,0,0,7.25,S,Terceira,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,1,masculino,27.0,0,2,211.5,C,Primeira,homem,VERDADEIRO,C,Cherbourg,nao,FALSO
0,3,masculino,20.0,0,0,4.0125,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,19.0,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,42.0,0,0,227525,C,Primeira,mulher,FALSO,,Cherbourg,sim,VERDADEIRO
1,3,feminino,1.0,0,2,15.7417,C,Terceira,criança,FALSO,,Cherbourg,sim,FALSO
0,3,masculino,32.0,0,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,35.0,1,0,52.0,S,Primeira,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,18.0,0,0,73.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,1.0,5,2,46.9,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
1,2,feminino,36.0,0,0,13.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,3,masculino,,0,0,7.7292,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,2,feminino,17.0,0,0,12.0,C,Segunda,mulher,FALSO,,Cherbourg,sim,VERDADEIRO
1,1,masculino,36.0,1,2,120.0,S,Primeira,homem,VERDADEIRO,B,Southampton,sim,FALSO
1,3,masculino,21.0,0,0,7.7958,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,3,masculino,28.0,2,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,1,feminino,23.0,1,0,113275,C,Primeira,mulher,FALSO,D,Cherbourg,sim,FALSO
1,3,feminino,24.0,0,2,16.7,S,Terceira,mulher,FALSO,G,Southampton,sim,FALSO
0,3,masculino,22.0,0,0,7.7958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,31.0,0,0,7.8542,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,2,masculino,46.0,0,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,23.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,28.0,0,0,12.65,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,3,masculino,39.0,0,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,3,masculino,26.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,21.0,1,0,9825,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,3,masculino,28.0,1,0,15.85,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,feminino,20.0,0,0,8.6625,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,2,masculino,34.0,1,0,21.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,51.0,0,0,7.75,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,masculino,3.0,1,1,18.75,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
0,3,masculino,21.0,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,,3,1,25.4667,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,6.8583,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,1,feminino,33.0,1,0,90.0,Q,Primeira,mulher,FALSO,C,Queenstown,sim,FALSO
0,2,masculino,,0,0,0.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,masculino,44.0,0,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,3,feminino,,0,0,8.05,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
1,2,feminino,34.0,1,1,32.5,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
1,2,feminino,18.0,0,2,13.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,2,masculino,30.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,10.0,0,2,24.15,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
0,3,masculino,,0,0,7.8958,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,21.0,0,0,7.7333,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
0,3,masculino,29.0,0,0,7875,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,28.0,1,1,14.4,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,3,masculino,18.0,1,1,20.2125,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,,0,0,7.25,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,28.0,1,0,26.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
1,2,feminino,19.0,0,0,26.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,3,masculino,,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,3,masculino,32.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,E,Southampton,sim,VERDADEIRO
1,1,masculino,28.0,0,0,26.55,S,Primeira,homem,VERDADEIRO,C,Southampton,sim,VERDADEIRO
1,3,feminino,,1,0,16.1,S,Terceira,mulher,FALSO,,Southampton,sim,FALSO
1,2,feminino,42.0,1,0,26.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,17.0,0,0,7125,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,50.0,1,0,55.9,S,Primeira,homem,VERDADEIRO,E,Southampton,nao,FALSO
1,1,feminino,14.0,1,2,120.0,S,Primeira,criança,FALSO,B,Southampton,sim,FALSO
0,3,feminino,21.0,2,2,34375,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
1,2,feminino,24.0,2,3,18.75,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,1,masculino,64.0,1,4,263.0,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,FALSO
0,2,masculino,31.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,45.0,1,1,26.25,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,20.0,0,0,9.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,25.0,1,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,2,feminino,28.0,0,0,13.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,3,masculino,,0,0,8.1125,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,1,masculino,4.0,0,2,81.8583,S,Primeira,criança,FALSO,A,Southampton,sim,FALSO
